campaignId,aliasQuery,clusterName,status,durationInMs,createdAt
campaign-2024-12-26T12:32:33.776Z,Q6_2,dc2.large_x5nodes,FINISHED,26722,2024-12-26T12:44:52.881Z
campaign-2024-12-26T12:32:33.776Z,Q2_2,dc2.large_x5nodes,FINISHED,594,2024-12-26T12:34:02.531Z
campaign-2024-12-26T12:32:33.776Z,Q5_2,dc2.large_x5nodes,FINISHED,47500,2024-12-26T12:38:25.672Z
campaign-2024-12-26T12:32:33.776Z,Q3_6,dc2.large_x5nodes,FINISHED,2448,2024-12-26T12:35:23.630Z
campaign-2024-12-26T12:32:33.776Z,Q8_4,dc2.large_x5nodes,FINISHED,40411,2024-12-26T12:59:06.424Z
campaign-2024-12-26T12:32:33.776Z,Q4_9,dc2.large_x5nodes,FINISHED,2797,2024-12-26T12:36:42.281Z
campaign-2024-12-26T12:32:33.776Z,Q7_1,dc2.large_x5nodes,FINISHED,39202,2024-12-26T12:49:49.721Z
campaign-2024-12-26T12:32:33.776Z,Q10_6,dc2.large_x5nodes,FINISHED,35656,2024-12-26T13:14:04.399Z
campaign-2024-12-26T12:32:33.776Z,Q1_1,dc2.large_x5nodes,FINISHED,11151,2024-12-26T12:32:52.722Z
campaign-2024-12-26T12:32:33.776Z,Q6_5,dc2.large_x5nodes,FINISHED,27295,2024-12-26T12:46:21.635Z
campaign-2024-12-26T12:32:33.776Z,Q1_2,dc2.large_x5nodes,FINISHED,3571,2024-12-26T12:32:58.234Z
campaign-2024-12-26T12:32:33.776Z,Q8_5,dc2.large_x5nodes,FINISHED,39375,2024-12-26T12:59:48.831Z
campaign-2024-12-26T12:32:33.776Z,Q5_6,dc2.large_x5nodes,FINISHED,41940,2024-12-26T12:41:29.893Z
campaign-2024-12-26T12:32:33.776Z,Q2_7,dc2.large_x5nodes,FINISHED,439,2024-12-26T12:34:25.053Z
campaign-2024-12-26T12:32:33.776Z,Q6_10,dc2.large_x5nodes,FINISHED,26452,2024-12-26T12:49:07.424Z
campaign-2024-12-26T12:32:33.776Z,Q5_3,dc2.large_x5nodes,FINISHED,44795,2024-12-26T12:39:14.725Z
campaign-2024-12-26T12:32:33.776Z,Q4_5,dc2.large_x5nodes,FINISHED,2803,2024-12-26T12:36:24.473Z
campaign-2024-12-26T12:32:33.776Z,Q9_4,dc2.large_x5nodes,FINISHED,39890,2024-12-26T13:05:56.474Z
campaign-2024-12-26T12:32:33.776Z,Q5_4,dc2.large_x5nodes,FINISHED,38135,2024-12-26T12:39:57.504Z
campaign-2024-12-26T12:32:33.776Z,Q10_9,dc2.large_x5nodes,FINISHED,1431,2024-12-26T13:15:25.743Z
campaign-2024-12-26T12:32:33.776Z,Q4_8,dc2.large_x5nodes,FINISHED,2737,2024-12-26T12:36:37.757Z
campaign-2024-12-26T12:32:33.776Z,Q8_8,dc2.large_x5nodes,FINISHED,40404,2024-12-26T13:01:56.134Z
campaign-2024-12-26T12:32:33.776Z,Q4_1,dc2.large_x5nodes,FINISHED,10576,2024-12-26T12:35:59.596Z
campaign-2024-12-26T12:32:33.776Z,Q3_7,dc2.large_x5nodes,FINISHED,2371,2024-12-26T12:35:28.950Z
campaign-2024-12-26T12:32:33.776Z,Q10_7,dc2.large_x5nodes,FINISHED,36972,2024-12-26T13:14:42.671Z
campaign-2024-12-26T12:32:33.776Z,Q10_8,dc2.large_x5nodes,FINISHED,36909,2024-12-26T13:15:21.237Z
campaign-2024-12-26T12:32:33.776Z,Q10_1,dc2.large_x5nodes,FINISHED,39521,2024-12-26T13:10:43.732Z
campaign-2024-12-26T12:32:33.776Z,Q4_7,dc2.large_x5nodes,FINISHED,2669,2024-12-26T12:36:33.318Z
campaign-2024-12-26T12:32:33.776Z,Q10_5,dc2.large_x5nodes,FINISHED,36593,2024-12-26T13:13:25.562Z
campaign-2024-12-26T12:32:33.776Z,Q2_4,dc2.large_x5nodes,FINISHED,492,2024-12-26T12:34:11.564Z
campaign-2024-12-26T12:32:33.776Z,Q9_7,dc2.large_x5nodes,FINISHED,38020,2024-12-26T13:07:58.958Z
campaign-2024-12-26T12:32:33.776Z,Q6_6,dc2.large_x5nodes,FINISHED,36280,2024-12-26T12:47:00.343Z
campaign-2024-12-26T12:32:33.776Z,Q5_10,dc2.large_x5nodes,FINISHED,37623,2024-12-26T12:43:52.671Z
campaign-2024-12-26T12:32:33.776Z,Q9_5,dc2.large_x5nodes,FINISHED,38447,2024-12-26T13:06:38.391Z
campaign-2024-12-26T12:32:33.776Z,Q2_8,dc2.large_x5nodes,FINISHED,574,2024-12-26T12:34:29.498Z
campaign-2024-12-26T12:32:33.776Z,Q9_2,dc2.large_x5nodes,FINISHED,39843,2024-12-26T13:04:32.073Z
campaign-2024-12-26T12:32:33.776Z,Q6_1,dc2.large_x5nodes,FINISHED,29204,2024-12-26T12:44:24.629Z
campaign-2024-12-26T12:32:33.776Z,Q9_6,dc2.large_x5nodes,FINISHED,36633,2024-12-26T13:07:17.017Z
