campaignId,aliasQuery,clusterName,status,durationInMs,createdAt
ra3.4xlarge_x2nodes_run_1,Q1_1,ra3.4xlarge_x2nodes,FINISHED,3599,2024-12-24T14:00:01.325Z
ra3.4xlarge_x2nodes_run_1,Q1_2,ra3.4xlarge_x2nodes,FINISHED,3789,2024-12-24T14:00:10.256Z
ra3.4xlarge_x2nodes_run_1,Q1_3,ra3.4xlarge_x2nodes,FINISHED,4691,2024-12-24T14:00:18.947Z
ra3.4xlarge_x2nodes_run_1,Q1_4,ra3.4xlarge_x2nodes,FINISHED,5071,2024-12-24T14:00:27.519Z
ra3.4xlarge_x2nodes_run_1,Q1_5,ra3.4xlarge_x2nodes,FINISHED,3400,2024-12-24T14:00:32.733Z
ra3.4xlarge_x2nodes_run_1,Q1_6,ra3.4xlarge_x2nodes,FINISHED,3309,2024-12-24T14:00:37.925Z
ra3.4xlarge_x2nodes_run_1,Q1_7,ra3.4xlarge_x2nodes,FINISHED,4735,2024-12-24T14:00:46.501Z
ra3.4xlarge_x2nodes_run_1,Q1_8,ra3.4xlarge_x2nodes,FINISHED,4146,2024-12-24T14:00:55.091Z
ra3.4xlarge_x2nodes_run_1,Q1_9,ra3.4xlarge_x2nodes,FINISHED,4812,2024-12-24T14:01:03.788Z
ra3.4xlarge_x2nodes_run_1,Q1_10,ra3.4xlarge_x2nodes,FINISHED,4396,2024-12-24T14:01:12.478Z
ra3.4xlarge_x2nodes_run_1,Q2_1,ra3.4xlarge_x2nodes,FINISHED,918,2024-12-24T14:01:17.261Z
ra3.4xlarge_x2nodes_run_1,Q2_2,ra3.4xlarge_x2nodes,FINISHED,970,2024-12-24T14:01:21.773Z
ra3.4xlarge_x2nodes_run_1,Q2_3,ra3.4xlarge_x2nodes,FINISHED,1002,2024-12-24T14:01:26.241Z
ra3.4xlarge_x2nodes_run_1,Q2_4,ra3.4xlarge_x2nodes,FINISHED,760,2024-12-24T14:01:30.842Z
ra3.4xlarge_x2nodes_run_1,Q2_5,ra3.4xlarge_x2nodes,FINISHED,789,2024-12-24T14:01:35.307Z
ra3.4xlarge_x2nodes_run_1,Q2_6,ra3.4xlarge_x2nodes,FINISHED,968,2024-12-24T14:01:39.771Z
ra3.4xlarge_x2nodes_run_1,Q2_7,ra3.4xlarge_x2nodes,FINISHED,713,2024-12-24T14:01:44.295Z
ra3.4xlarge_x2nodes_run_1,Q2_8,ra3.4xlarge_x2nodes,FINISHED,814,2024-12-24T14:01:48.778Z
ra3.4xlarge_x2nodes_run_1,Q2_9,ra3.4xlarge_x2nodes,FINISHED,734,2024-12-24T14:01:53.232Z
ra3.4xlarge_x2nodes_run_1,Q2_10,ra3.4xlarge_x2nodes,FINISHED,891,2024-12-24T14:01:57.690Z
ra3.4xlarge_x2nodes_run_1,Q3_1,ra3.4xlarge_x2nodes,FINISHED,6798,2024-12-24T14:02:06.166Z
ra3.4xlarge_x2nodes_run_1,Q3_2,ra3.4xlarge_x2nodes,FINISHED,6740,2024-12-24T14:02:14.944Z
ra3.4xlarge_x2nodes_run_1,Q3_3,ra3.4xlarge_x2nodes,FINISHED,2928,2024-12-24T14:02:20.152Z
ra3.4xlarge_x2nodes_run_1,Q3_4,ra3.4xlarge_x2nodes,FINISHED,2287,2024-12-24T14:02:25.460Z
ra3.4xlarge_x2nodes_run_1,Q3_5,ra3.4xlarge_x2nodes,FINISHED,2794,2024-12-24T14:02:30.895Z
ra3.4xlarge_x2nodes_run_1,Q3_6,ra3.4xlarge_x2nodes,FINISHED,2319,2024-12-24T14:02:36.169Z
ra3.4xlarge_x2nodes_run_1,Q3_7,ra3.4xlarge_x2nodes,FINISHED,4416,2024-12-24T14:02:44.886Z
ra3.4xlarge_x2nodes_run_1,Q3_8,ra3.4xlarge_x2nodes,FINISHED,2731,2024-12-24T14:02:50.025Z
ra3.4xlarge_x2nodes_run_1,Q3_9,ra3.4xlarge_x2nodes,FINISHED,3174,2024-12-24T14:02:55.271Z
ra3.4xlarge_x2nodes_run_1,Q3_10,ra3.4xlarge_x2nodes,FINISHED,3404,2024-12-24T14:03:00.543Z
ra3.4xlarge_x2nodes_run_1,Q4_1,ra3.4xlarge_x2nodes,FINISHED,7806,2024-12-24T14:03:12.146Z
ra3.4xlarge_x2nodes_run_1,Q4_2,ra3.4xlarge_x2nodes,FINISHED,3340,2024-12-24T14:03:16.700Z
ra3.4xlarge_x2nodes_run_1,Q4_3,ra3.4xlarge_x2nodes,FINISHED,2516,2024-12-24T14:03:21.198Z
ra3.4xlarge_x2nodes_run_1,Q4_4,ra3.4xlarge_x2nodes,FINISHED,2554,2024-12-24T14:03:25.692Z
ra3.4xlarge_x2nodes_run_1,Q4_5,ra3.4xlarge_x2nodes,FINISHED,2547,2024-12-24T14:03:30.148Z
ra3.4xlarge_x2nodes_run_1,Q4_6,ra3.4xlarge_x2nodes,FINISHED,2570,2024-12-24T14:03:34.583Z
ra3.4xlarge_x2nodes_run_1,Q4_7,ra3.4xlarge_x2nodes,FINISHED,2486,2024-12-24T14:03:39.023Z
ra3.4xlarge_x2nodes_run_1,Q4_8,ra3.4xlarge_x2nodes,FINISHED,2579,2024-12-24T14:03:43.481Z
ra3.4xlarge_x2nodes_run_1,Q4_9,ra3.4xlarge_x2nodes,FINISHED,2561,2024-12-24T14:03:47.928Z
ra3.4xlarge_x2nodes_run_1,Q4_10,ra3.4xlarge_x2nodes,FINISHED,2551,2024-12-24T14:03:52.425Z
ra3.4xlarge_x2nodes_run_1,Q5_1,ra3.4xlarge_x2nodes,FINISHED,33764,2024-12-24T14:04:27.974Z
ra3.4xlarge_x2nodes_run_1,Q5_2,ra3.4xlarge_x2nodes,FINISHED,33668,2024-12-24T14:05:03.627Z
ra3.4xlarge_x2nodes_run_1,Q5_3,ra3.4xlarge_x2nodes,FINISHED,30373,2024-12-24T14:05:35.615Z
ra3.4xlarge_x2nodes_run_1,Q5_4,ra3.4xlarge_x2nodes,FINISHED,31031,2024-12-24T14:06:11.244Z
ra3.4xlarge_x2nodes_run_1,Q5_5,ra3.4xlarge_x2nodes,FINISHED,33463,2024-12-24T14:06:46.786Z
ra3.4xlarge_x2nodes_run_1,Q5_6,ra3.4xlarge_x2nodes,FINISHED,33514,2024-12-24T14:07:22.400Z
ra3.4xlarge_x2nodes_run_1,Q5_7,ra3.4xlarge_x2nodes,FINISHED,32894,2024-12-24T14:07:57.876Z
ra3.4xlarge_x2nodes_run_1,Q5_8,ra3.4xlarge_x2nodes,FINISHED,32463,2024-12-24T14:08:33.296Z
ra3.4xlarge_x2nodes_run_1,Q5_9,ra3.4xlarge_x2nodes,FINISHED,2564,2024-12-24T14:08:38.201Z
ra3.4xlarge_x2nodes_run_1,Q5_10,ra3.4xlarge_x2nodes,FINISHED,33572,2024-12-24T14:09:13.710Z
ra3.4xlarge_x2nodes_run_1,Q6_1,ra3.4xlarge_x2nodes,FINISHED,24224,2024-12-24T14:09:42.081Z
ra3.4xlarge_x2nodes_run_1,Q6_2,ra3.4xlarge_x2nodes,FINISHED,23254,2024-12-24T14:10:07.174Z
ra3.4xlarge_x2nodes_run_1,Q6_3,ra3.4xlarge_x2nodes,FINISHED,23694,2024-12-24T14:10:31.999Z
ra3.4xlarge_x2nodes_run_1,Q6_4,ra3.4xlarge_x2nodes,FINISHED,22040,2024-12-24T14:10:56.805Z
ra3.4xlarge_x2nodes_run_1,Q6_5,ra3.4xlarge_x2nodes,FINISHED,23603,2024-12-24T14:11:21.800Z
ra3.4xlarge_x2nodes_run_1,Q6_6,ra3.4xlarge_x2nodes,FINISHED,20681,2024-12-24T14:11:46.683Z
ra3.4xlarge_x2nodes_run_1,Q6_7,ra3.4xlarge_x2nodes,FINISHED,22657,2024-12-24T14:12:11.642Z
ra3.4xlarge_x2nodes_run_1,Q6_8,ra3.4xlarge_x2nodes,FINISHED,23943,2024-12-24T14:12:36.557Z
ra3.4xlarge_x2nodes_run_1,Q6_9,ra3.4xlarge_x2nodes,FINISHED,23746,2024-12-24T14:13:01.540Z
ra3.4xlarge_x2nodes_run_1,Q6_10,ra3.4xlarge_x2nodes,FINISHED,22055,2024-12-24T14:13:26.509Z
ra3.4xlarge_x2nodes_run_1,Q7_1,ra3.4xlarge_x2nodes,FINISHED,34087,2024-12-24T14:14:02.298Z
ra3.4xlarge_x2nodes_run_1,Q7_2,ra3.4xlarge_x2nodes,FINISHED,40452,2024-12-24T14:14:45.165Z
ra3.4xlarge_x2nodes_run_1,Q7_3,ra3.4xlarge_x2nodes,FINISHED,33579,2024-12-24T14:15:20.998Z
ra3.4xlarge_x2nodes_run_1,Q7_4,ra3.4xlarge_x2nodes,FINISHED,32764,2024-12-24T14:15:56.396Z
ra3.4xlarge_x2nodes_run_1,Q7_5,ra3.4xlarge_x2nodes,FINISHED,33515,2024-12-24T14:16:32.137Z
ra3.4xlarge_x2nodes_run_1,Q7_6,ra3.4xlarge_x2nodes,FINISHED,33623,2024-12-24T14:17:07.919Z
ra3.4xlarge_x2nodes_run_1,Q7_7,ra3.4xlarge_x2nodes,FINISHED,31030,2024-12-24T14:17:43.536Z
ra3.4xlarge_x2nodes_run_1,Q7_8,ra3.4xlarge_x2nodes,FINISHED,33564,2024-12-24T14:18:19.019Z
ra3.4xlarge_x2nodes_run_1,Q7_9,ra3.4xlarge_x2nodes,FINISHED,42177,2024-12-24T14:19:04.680Z
