campaignId,aliasQuery,clusterName,status,durationInMs,createdAt
ra3.large_x3nodes_run_3,Q1_1,ra3.large_x3nodes,FINISHED,6715,2024-12-24T18:47:48.770Z
ra3.large_x3nodes_run_3,Q5_5,ra3.large_x3nodes,FINISHED,62006,2024-12-24T18:58:11.719Z
ra3.large_x3nodes_run_3,Q1_8,ra3.large_x3nodes,FINISHED,6589,2024-12-24T18:48:50.705Z
ra3.large_x3nodes_run_3,Q6_5,ra3.large_x3nodes,FINISHED,43279,2024-12-24T19:06:19.612Z
ra3.large_x3nodes_run_3,Q1_6,ra3.large_x3nodes,FINISHED,6505,2024-12-24T18:48:33.558Z
ra3.large_x3nodes_run_3,Q7_9,ra3.large_x3nodes,FINISHED,57273,2024-12-24T19:19:41.919Z
ra3.large_x3nodes_run_3,Q1_5,ra3.large_x3nodes,FINISHED,6504,2024-12-24T18:48:24.881Z
ra3.large_x3nodes_run_3,Q3_4,ra3.large_x3nodes,FINISHED,4504,2024-12-24T18:50:27.793Z
ra3.large_x3nodes_run_3,Q1_10,ra3.large_x3nodes,FINISHED,6901,2024-12-24T18:49:07.976Z
ra3.large_x3nodes_run_3,Q7_3,ra3.large_x3nodes,FINISHED,63067,2024-12-24T19:13:20.618Z
ra3.large_x3nodes_run_3,Q4_4,ra3.large_x3nodes,FINISHED,3833,2024-12-24T18:51:58.644Z
ra3.large_x3nodes_run_3,Q2_1,ra3.large_x3nodes,FINISHED,773,2024-12-24T18:49:12.709Z
ra3.large_x3nodes_run_3,Q2_3,ra3.large_x3nodes,FINISHED,846,2024-12-24T18:49:21.579Z
ra3.large_x3nodes_run_3,Q4_10,ra3.large_x3nodes,FINISHED,3929,2024-12-24T18:52:45.622Z
ra3.large_x3nodes_run_3,Q10_6,ra3.large_x3nodes,FINISHED,52614,2024-12-24T19:47:32.207Z
ra3.large_x3nodes_run_3,Q4_8,ra3.large_x3nodes,FINISHED,4008,2024-12-24T18:52:29.936Z
ra3.large_x3nodes_run_3,Q8_6,ra3.large_x3nodes,FINISHED,62032,2024-12-24T19:27:23.791Z
ra3.large_x3nodes_run_3,Q5_10,ra3.large_x3nodes,FINISHED,59791,2024-12-24T19:02:30.743Z
ra3.large_x3nodes_run_3,Q10_7,ra3.large_x3nodes,FINISHED,52301,2024-12-24T19:48:27.400Z
ra3.large_x3nodes_run_3,Q2_9,ra3.large_x3nodes,FINISHED,607,2024-12-24T18:49:48.867Z
ra3.large_x3nodes_run_3,Q7_7,ra3.large_x3nodes,FINISHED,59101,2024-12-24T19:17:37.975Z
ra3.large_x3nodes_run_3,Q10_9,ra3.large_x3nodes,FINISHED,1170,2024-12-24T19:49:27.370Z
ra3.large_x3nodes_run_3,Q3_9,ra3.large_x3nodes,FINISHED,5882,2024-12-24T18:51:14.875Z
ra3.large_x3nodes_run_3,Q3_5,ra3.large_x3nodes,FINISHED,5960,2024-12-24T18:50:36.850Z
ra3.large_x3nodes_run_3,Q10_5,ra3.large_x3nodes,FINISHED,52789,2024-12-24T19:46:36.517Z
ra3.large_x3nodes_run_3,Q10_10,ra3.large_x3nodes,FINISHED,1126,2024-12-24T19:49:31.766Z
ra3.large_x3nodes_run_3,Q3_1,ra3.large_x3nodes,FINISHED,6684,2024-12-24T18:50:01.830Z
ra3.large_x3nodes_run_3,Q3_3,ra3.large_x3nodes,FINISHED,6061,2024-12-24T18:50:19.232Z
ra3.large_x3nodes_run_3,Q5_2,ra3.large_x3nodes,FINISHED,62955,2024-12-24T18:54:57.451Z
ra3.large_x3nodes_run_3,Q5_1,ra3.large_x3nodes,FINISHED,63556,2024-12-24T18:53:51.424Z
ra3.large_x3nodes_run_3,Q8_8,ra3.large_x3nodes,FINISHED,61526,2024-12-24T19:29:35.749Z
ra3.large_x3nodes_run_3,Q6_2,ra3.large_x3nodes,FINISHED,41481,2024-12-24T19:04:04.390Z
ra3.large_x3nodes_run_3,Q4_7,ra3.large_x3nodes,FINISHED,3986,2024-12-24T18:52:22.064Z
ra3.large_x3nodes_run_3,Q10_8,ra3.large_x3nodes,FINISHED,52252,2024-12-24T19:49:22.834Z
ra3.large_x3nodes_run_3,Q6_10,ra3.large_x3nodes,FINISHED,42056,2024-12-24T19:10:02.407Z
ra3.large_x3nodes_run_3,Q1_7,ra3.large_x3nodes,FINISHED,6950,2024-12-24T18:48:42.223Z
ra3.large_x3nodes_run_3,Q10_4,ra3.large_x3nodes,FINISHED,51459,2024-12-24T19:45:41.177Z
ra3.large_x3nodes_run_3,Q2_7,ra3.large_x3nodes,FINISHED,569,2024-12-24T18:49:39.892Z
ra3.large_x3nodes_run_3,Q5_9,ra3.large_x3nodes,FINISHED,5875,2024-12-24T19:01:27.243Z
ra3.large_x3nodes_run_3,Q1_2,ra3.large_x3nodes,FINISHED,6817,2024-12-24T18:47:57.305Z
ra3.large_x3nodes_run_3,Q6_7,ra3.large_x3nodes,FINISHED,42542,2024-12-24T19:07:46.582Z
ra3.large_x3nodes_run_3,Q2_8,ra3.large_x3nodes,FINISHED,635,2024-12-24T18:49:44.394Z
ra3.large_x3nodes_run_3,Q9_1,ra3.large_x3nodes,FINISHED,57926,2024-12-24T19:32:32.950Z
ra3.large_x3nodes_run_3,Q9_8,ra3.large_x3nodes,FINISHED,58466,2024-12-24T19:39:51.897Z
ra3.large_x3nodes_run_3,Q6_4,ra3.large_x3nodes,FINISHED,42109,2024-12-24T19:05:34.521Z
ra3.large_x3nodes_run_3,Q3_8,ra3.large_x3nodes,FINISHED,6171,2024-12-24T18:51:06.156Z
ra3.large_x3nodes_run_3,Q1_4,ra3.large_x3nodes,FINISHED,6986,2024-12-24T18:48:16.417Z
ra3.large_x3nodes_run_3,Q4_6,ra3.large_x3nodes,FINISHED,3958,2024-12-24T18:52:14.288Z
ra3.large_x3nodes_run_3,Q8_3,ra3.large_x3nodes,FINISHED,61793,2024-12-24T19:24:02.559Z
ra3.large_x3nodes_run_3,Q10_2,ra3.large_x3nodes,FINISHED,52117,2024-12-24T19:43:49.862Z
ra3.large_x3nodes_run_3,Q9_7,ra3.large_x3nodes,FINISHED,58847,2024-12-24T19:38:49.803Z
ra3.large_x3nodes_run_3,Q9_4,ra3.large_x3nodes,FINISHED,61576,2024-12-24T19:35:46.411Z
ra3.large_x3nodes_run_3,Q3_10,ra3.large_x3nodes,FINISHED,6617,2024-12-24T18:51:23.599Z
ra3.large_x3nodes_run_3,Q10_1,ra3.large_x3nodes,FINISHED,53208,2024-12-24T19:42:54.132Z
ra3.large_x3nodes_run_3,Q8_4,ra3.large_x3nodes,FINISHED,61784,2024-12-24T19:25:08.589Z
ra3.large_x3nodes_run_3,Q9_2,ra3.large_x3nodes,FINISHED,62963,2024-12-24T19:33:38.670Z
ra3.large_x3nodes_run_3,Q5_8,ra3.large_x3nodes,FINISHED,59346,2024-12-24T19:01:18.925Z
ra3.large_x3nodes_run_3,Q8_2,ra3.large_x3nodes,FINISHED,61020,2024-12-24T19:22:56.435Z
ra3.large_x3nodes_run_3,Q9_6,ra3.large_x3nodes,FINISHED,57101,2024-12-24T19:37:47.641Z
ra3.large_x3nodes_run_3,Q5_4,ra3.large_x3nodes,FINISHED,60661,2024-12-24T18:57:06.072Z
ra3.large_x3nodes_run_3,Q7_10,ra3.large_x3nodes,FINISHED,61752,2024-12-24T19:20:48.133Z
ra3.large_x3nodes_run_3,Q7_4,ra3.large_x3nodes,FINISHED,59018,2024-12-24T19:14:23.085Z
ra3.large_x3nodes_run_3,Q10_3,ra3.large_x3nodes,FINISHED,52444,2024-12-24T19:44:45.571Z
ra3.large_x3nodes_run_3,Q6_3,ra3.large_x3nodes,FINISHED,42700,2024-12-24T19:04:49.440Z
ra3.large_x3nodes_run_3,Q6_6,ra3.large_x3nodes,FINISHED,40743,2024-12-24T19:07:01.424Z
ra3.large_x3nodes_run_3,Q7_1,ra3.large_x3nodes,FINISHED,61100,2024-12-24T19:11:05.208Z
ra3.large_x3nodes_run_3,Q4_9,ra3.large_x3nodes,FINISHED,4042,2024-12-24T18:52:37.759Z
ra3.large_x3nodes_run_3,Q1_9,ra3.large_x3nodes,FINISHED,6897,2024-12-24T18:48:59.351Z
ra3.large_x3nodes_run_3,Q2_5,ra3.large_x3nodes,FINISHED,783,2024-12-24T18:49:30.839Z
ra3.large_x3nodes_run_3,Q2_10,ra3.large_x3nodes,FINISHED,767,2024-12-24T18:49:53.328Z
ra3.large_x3nodes_run_3,Q4_3,ra3.large_x3nodes,FINISHED,3967,2024-12-24T18:51:50.786Z
ra3.large_x3nodes_run_3,Q3_6,ra3.large_x3nodes,FINISHED,4345,2024-12-24T18:50:45.483Z
ra3.large_x3nodes_run_3,Q7_2,ra3.large_x3nodes,FINISHED,64713,2024-12-24T19:12:14.602Z
ra3.large_x3nodes_run_3,Q4_2,ra3.large_x3nodes,FINISHED,6648,2024-12-24T18:51:42.943Z
ra3.large_x3nodes_run_3,Q9_5,ra3.large_x3nodes,FINISHED,59617,2024-12-24T19:36:48.465Z
ra3.large_x3nodes_run_3,Q6_1,ra3.large_x3nodes,FINISHED,45503,2024-12-24T19:03:19.317Z
