no,timestamp,shortSQL,fullSQL
1,1687761747396," _SAME_ AND l.couponMasterId = '48093457-f6a7-4114-a089-de009447e8c8' AND l.couponMasterId = '48093457-f6a7-4114-a089-de009447e8c8' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponMasterId = '48093457-f6a7-4114-a089-de009447e8c8' AND l.couponMasterId = '48093457-f6a7-4114-a089-de009447e8c8' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/fceece5d-4bee-417d-aad3-a9b18a9f805d/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
2,1687763205243," _SAME_ AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/5f8fc2ef-d096-4411-a467-0465652d8f76/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
3,1687763738993," _SAME_ AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/55f6c5ab-33e1-4b89-8553-f0007c9d24b5/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
4,1687763776071," _SAME_ AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' AND l.couponMasterId = 'fe3a5178-5406-4cc7-b331-b5c876448954' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/0ca8ef42-ee29-4f00-bdcb-3a1aae605cd9/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
5,1687765360440," _SAME_ AND l.couponMasterId = '88568f69-3a04-48c7-996c-b77e99286bb4' AND l.couponMasterId = '88568f69-3a04-48c7-996c-b77e99286bb4' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponMasterId = '88568f69-3a04-48c7-996c-b77e99286bb4' AND l.couponMasterId = '88568f69-3a04-48c7-996c-b77e99286bb4' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/f3724dc9-c4ef-48d4-a22f-ef648e86bdda/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
6,1687769016799," _SAME_ AND l.couponMasterId = '4c2078ee-27af-499d-9d6e-cb75f8bf85ce' AND l.couponMasterId = '4c2078ee-27af-499d-9d6e-cb75f8bf85ce' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponMasterId = '4c2078ee-27af-499d-9d6e-cb75f8bf85ce' AND l.couponMasterId = '4c2078ee-27af-499d-9d6e-cb75f8bf85ce' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/59295b48-ff47-42b8-bf9e-d0508be2ed4c/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
7,1690856355025," _SAME_ AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/2c516452-2fd3-431b-a76b-1e2f8001fe54/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
8,1690856630441," _SAME_ AND l.couponId = '0df92790-6fea-443b-8179-fe071f441f22' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponId = '0df92790-6fea-443b-8179-fe071f441f22' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/9b698528-5423-4373-a81d-28b5153fc03b/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
9,1690977576842," _SAME_ AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/ffea3cd2-220f-4214-8043-c8fbf3368680/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
10,1691033411715," _SAME_ AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' ORDER BY l.couponCode, l.couponName $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," unload ($$ SELECT ROW_NUMBER() OVER(ORDER BY l.couponCode, l.couponName) AS ""No"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.barcode AS ""バーコード"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI:SS') AS ""参照日時"", l.userAgent AS ""エージェント"" FROM coupon_logs l JOIN organization o ON l.organizationId = o.resourceId WHERE l.type = 'displayed' AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' AND l.couponMasterId = '4bb8c2f8-5ef7-461d-97ea-312bd1761de5' ORDER BY l.couponCode, l.couponName $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/7a8cec2e-a030-4449-afe6-4eba026a95fe/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "
